,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,Garage.interaction,new.old,Room.size,full.YrSold,QuarterSold,TotalBath,BathToBed,AvgHouseLivArea.ratio,SalePrice
754,60,RL,80,10240,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,3,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178,4,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,GasA,4,Y,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,5,8,Typ,1,Gd,Attchd,2005,RFn,3,878,TA,TA,Y,192,52,0,0,0,0,NA,NA,NA,0,WD,Normal,3.TA,-0.461538461538567,262,200603,1,2.5,0.943449843705598,0.874439929144524,275500
755,20,RL,61,7930,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1969,2005,Gable,CompShg,Plywood,Plywood,None,0,3,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,GasA,4,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,4,5,Typ,0,NA,Detchd,1969,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,8.97297297297291,205,200907,3,2,0.69752794835459,0.867034002341051,156000
756,160,FV,34,3230,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,5,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,3,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,GasA,4,Y,SBrkr,742,729,0,1471,0,0,2,1,3,1,3,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-3.04651162790697,245,200903,1,2.5,0.900990099009901,1.02192387230193,172500
757,60,RL,68,10769,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,3,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,GasA,5,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,4,7,Typ,0,NA,Attchd,2007,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,6.16326530612241,253,200904,2,2.5,1.15759809234771,0.963686016696979,212000
758,60,RL,76.6837010975071,11616,NA,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,2Story,5,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328,3,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,GasA,3,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,3,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,NA,GdPrv,NA,0,WD,Abnorml,2.TA,11.2857142857142,231,201004,2,2.5,1.86951066499373,0.851500789889415,158900
759,160,FV,24,2280,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,4,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360,3,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,GasA,4,Y,SBrkr,757,744,0,1501,0,0,2,1,3,1,3,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-3.04651162790697,250,200808,3,2.5,0.900990099009901,1.04276528370169,179400
760,60,RL,65,12257,NA,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,3,6,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,4,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,GasA,5,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,4,9,Typ,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,NA,NA,NA,0,WD,Normal,3.TA,-0.475409836065637,281,200711,4,2.5,0.853365384615385,1.01146480958589,290000
761,20,RL,70,9100,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,5,Typ,0,NA,Detchd,2008,Unf,1,300,ExGd,ExGd,Y,0,0,0,0,0,0,NA,NA,Shed,450,WD,Normal,2.FaPo,-1.02702702702709,173,200910,4,1,1.04629192253188,0.730133896708254,127500
762,30,RM,60,6911,NA,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,1Fam,1Story,6,6,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,3,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,2,5,Min1,0,NA,Detchd,1965,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-3.875,260,200910,4,1,1.01758793969849,1.40667657791593,1e+05
763,60,FV,72,8640,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,4,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,GasA,5,Y,SBrkr,764,783,0,1547,0,0,2,1,3,1,4,7,Typ,0,NA,Attchd,2009,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,NA,NA,NA,0,Con,Normal,2.TA,4.42000000000007,221,201006,2,2.5,0.900990099009901,0.810473815461347,215200
764,60,RL,82,9430,NA,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,3,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,4,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,GasA,5,Y,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,4,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,NA,NA,NA,0,WD,Normal,3.TA,3.52459016393436,296,200907,3,3.5,1.13782051282051,0.945126145662044,337000
765,120,RL,30,9549,NA,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,TwnhsE,1Story,3,6,1995,1996,Hip,CompShg,Brick,Brick,None,0,4,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,GasA,5,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,5,6,Typ,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,NA,NA,NA,0,WD,Normal,2.TA,0.400000000000091,249,200604,2,2.5,0.81980198019802,1.03262372131601,270000
766,20,RL,75,14587,NA,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,2,6,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,4,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,GasA,5,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,5,6,Typ,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,NA,NA,NA,0,New,Partial,2.TA,1.61428571428564,251,200808,3,2,1.08118811881188,0.97586714432503,264132
767,60,RL,80,10421,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,4,6,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,3,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,GasA,3,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,3,7,Typ,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,NA,MnPrv,Shed,500,WD,Normal,2.TA,11.591836734694,245,201003,1,2.5,1.25490947408756,0.849656539905106,196500
768,50,RL,75,12508,NA,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1.5Fin,5,4,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,5,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,3,7,Mod,0,NA,Attchd,1989,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,NA,NA,Shed,1300,WD,Normal,1.TA,-36.25,250,200807,3,3,0.824616881537339,1.03857566765579,160000
769,20,RL,70,9100,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,6,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,5,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,4,8,Typ,1,Gd,Attchd,2004,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,7.296551724138,230,200610,4,2,0.92607847387817,1.35059585111078,216837
770,60,RL,47,53504,NA,IR2,HLS,CulDSac,Mod,StoneBr,Norm,1Fam,2Story,3,6,2003,2003,Hip,CompShg,Cement,Wd Shng,BrkFace,603,5,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,GasA,5,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,5,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,NA,NA,NA,0,WD,Normal,3.TA,-2.25,273,201006,2,4.5,0.897742818057455,1.17924895855186,538000
771,85,RL,59.7208398243179,7252,NA,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,1Fam,SFoyer,6,6,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,GasA,3,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,3,5,Typ,0,NA,Detchd,1983,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,8.90909090909099,172,200904,2,2,1.12170639899624,0.785322016974538,134900
772,20,RL,67,8877,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,7,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,GasA,3,Y,FuseFP,1220,0,0,1220,0,0,1,0,2,1,3,6,Typ,0,NA,Detchd,1951,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,COD,Normal,2.TA,-10.8611111111111,203,200604,2,1,0.951913640824337,0.949252182934209,102000
773,80,RL,94,7819,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SLvl,5,6,1976,1976,Gable,CompShg,Plywood,Plywood,None,0,3,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,GasA,3,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,3,6,Typ,1,TA,Detchd,1976,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,NA,MnPrv,NA,0,WD,Abnorml,2.TA,7,186,201003,1,2,0.634609093882892,0.850435665341342,107000
774,20,RL,70,10150,NA,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,6,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,3,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,5,Y,FuseA,912,0,0,912,0,0,1,0,2,1,3,5,Typ,0,NA,Attchd,1958,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,COD,Normal,1.TA,-2.02702702702709,182,200707,3,1,1.04629192253188,0.770696890969823,114500
775,20,RL,110,14226,NA,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,3,6,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375,4,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,4,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,4,9,Typ,1,Gd,Attchd,2006,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,NA,NA,NA,0,New,Partial,3.TA,0.246376811594246,219,200707,3,2,0.754759874964479,1.03847650141503,395000
776,120,RM,32,4500,NA,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,5,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,3,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,5,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,3,5,Typ,0,NA,Attchd,1998,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,0.333333333333258,241,200906,2,3,1.64923376307468,1.01660568533634,162000
777,20,RL,86,11210,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240,4,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,5,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,4,7,Typ,0,NA,Attchd,2005,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,NA,NA,NA,0,New,Partial,3.TA,8.296551724138,231,200607,3,2,0.92607847387817,1.1872885096366,221500
778,20,RL,100,13350,NA,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,HdBoard,Plywood,None,0,3,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,1,Fa,Attchd,1974,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,NA,MnPrv,NA,0,WD,Normal,2.TA,10.4891304347825,179,200606,2,2,0.747804265997491,0.833743879816318,142500
779,90,RH,60,8400,NA,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Duplex,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320,3,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,3,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,3,10,Typ,2,TA,Detchd,1977,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-7.5,202,200710,4,2,0.69722041461374,1.05751252711091,144000
780,90,RL,78,10530,NA,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,SFoyer,5,6,1977,1977,Gable,CompShg,Plywood,Stucco,BrkFace,90,3,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,3,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,3,4,Typ,0,NA,Attchd,1977,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-3.5333333333333,251,200605,2,2,0.824616881537339,0.59448150633561,135000
781,20,RL,63,7875,NA,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,4,6,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,3,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,4,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,3,6,Typ,1,TA,Attchd,1995,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,2.75,209,200706,2,2,0.858034321372855,0.941603782446692,176000
782,60,RL,65,7153,NA,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,5,6,1992,1992,Gable,CompShg,VinylSd,VinylSd,None,0,4,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,5,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,4,7,Typ,0,NA,Attchd,1992,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-1.91836734693879,229,200607,3,2.5,1.16203402435623,0.843131782612896,175900
783,20,RL,67,16285,NA,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,6,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,5,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,4,6,Typ,0,NA,Attchd,2001,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,4.296551724138,238,200906,2,2,0.92607847387817,1.05193467706341,187100
784,85,RL,67.3702090184275,9101,NA,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104,3,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,5,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,4,4,Typ,1,TA,Attchd,1978,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,1,278,200907,3,2,1.64923376307468,1.11162468222787,165500
785,60,RM,35,6300,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Fin,5,5,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,5,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,3,9,Typ,1,Gd,NA,1914,NA,0,0,NA,NA,Y,0,291,134,0,0,0,NA,NA,NA,0,WD,Normal,0.NA,4.3125,165,200806,2,2,1.25221966458402,0.710217755443886,128000
786,20,RL,70.0304868063959,9790,NA,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Brick,Wd Sdng,None,0,3,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,3,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,3,7,Typ,1,Gd,Attchd,1967,Unf,2,457,TA,TA,Y,0,0,0,0,197,0,NA,NA,NA,0,WD,Normal,2.TA,-8.27419354838708,192,200909,3,2,1.00392757927004,0.908013488590355,161500
787,50,RM,60,10800,NA,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1.5Fin,6,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,3,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,3,7,Typ,0,NA,Detchd,1961,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,NA,NA,Shed,1200,WD,Normal,1.TA,-8.39130434782601,236,201006,2,3,0.939164748438014,1.13913955928646,139000
788,60,RL,76,10142,NA,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,4,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,5,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,4,8,Typ,0,NA,BuiltIn,2004,RFn,2,618,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,10.0816326530612,260,201001,1,3.5,0.871525518267175,1.09612391451358,233000
789,20,RM,50,6000,NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,7,4,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0,3,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,5,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,3,4,Typ,0,NA,Detchd,1954,Unf,1,281,FaPo,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,1.FaPo,-0.869565217391255,225,200808,3,1,0.939164748438014,0.894775474956822,107900
790,60,RL,78.7232052406472,12205,NA,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,5,3,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,3,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,4,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,4,9,Typ,0,NA,Attchd,1966,Fin,2,444,TA,TA,Y,133,168,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-17.6666666666667,232,200707,3,2.5,0.713678844519966,1.04722346119536,187500
791,120,RL,43,3182,NA,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,4,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,4,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,5,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,4,5,Typ,1,Gd,Attchd,2005,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,0.200000000000045,229,200909,3,2,0.918032786885246,0.805000140611378,160200
792,80,RL,75.6865201789362,11333,NA,IR1,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,SLvl,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,3,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,3,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,3,5,Typ,2,TA,Attchd,1976,RFn,2,539,TA,TA,Y,120,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-4,212,200705,2,2,0.549744587691559,0.940322295023906,146800
793,60,RL,92,9920,NA,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,4,6,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0,4,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,5,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,3,8,Typ,1,TA,Attchd,1997,Unf,2,455,TA,TA,Y,180,130,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,0.524590163934363,252,200706,2,3.5,1.13782051282051,0.804456207703042,269790
794,20,RL,76,9158,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,3,6,2007,2007,Gable,CompShg,Cement,Cement,Stone,140,4,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,5,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,4,7,Typ,0,NA,Attchd,2007,Fin,2,474,TA,TA,Y,168,130,0,0,0,0,NA,NA,NA,0,New,Partial,2.TA,0.614285714285643,214,200706,2,2,0.720792079207921,0.969387282808927,225000
795,60,RL,73.8920841323488,10832,NA,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,4,6,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0,4,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,5,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,4,7,Typ,1,TA,Attchd,1994,Fin,2,409,TA,TA,Y,143,46,0,0,0,0,NA,NA,Shed,500,WD,Normal,2.TA,-6.02521008403369,271,200810,4,2.5,1.07254290171607,1.10298900948403,194500
796,60,RL,70,8400,NA,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,5,5,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,3,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,3,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,3,7,Typ,1,TA,Attchd,1980,Unf,2,476,TA,TA,Y,0,50,0,0,204,0,NA,MnPrv,NA,0,WD,Normal,2.TA,-13.9183673469388,223,201004,2,2.5,1.16203402435623,0.822618907053381,171000
797,20,RL,71,8197,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148,3,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,5,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,Typ,1,TA,Attchd,1977,RFn,2,528,TA,TA,Y,138,0,0,0,0,0,NA,MnPrv,NA,0,WD,Normal,2.TA,13.4891304347825,184,200704,2,1.5,1.12170639899624,1.19839025230869,143500
798,20,RL,57,7677,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,6,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,4,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,3,4,Typ,0,NA,Attchd,1953,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Abnorml,1.TA,-7.02702702702709,193,200804,2,1,1.04629192253188,0.653233220087361,110000
799,60,RL,104,13518,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,2,6,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860,5,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,5,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,5,11,Typ,2,Gd,BuiltIn,2009,Fin,3,820,TA,TA,Y,144,78,0,0,0,0,NA,NA,NA,0,New,Partial,3.TA,2.53846153846143,285,200907,3,3.5,0.990622335890878,1.30874231530687,485000
800,50,RL,60,7200,NA,Reg,Lvl,Corner,Gtl,SWISU,Feedr,1Fam,1.5Fin,6,4,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,3,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,5,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,4,7,Typ,2,TA,Detchd,1939,Unf,1,240,TA,TA,Y,0,0,264,0,0,0,NA,MnPrv,NA,0,WD,Normal,1.TA,4.38888888888891,253,200706,2,2.5,0.954590652966523,1.11319434727858,175000
801,60,RL,79,12798,NA,IR1,HLS,Inside,Mod,ClearCr,Feedr,1Fam,2Story,5,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,4,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,4,8,Typ,0,NA,Attchd,1997,RFn,2,603,TA,TA,Y,403,114,185,0,0,0,NA,NA,Shed,400,WD,Normal,2.TA,13.3333333333333,211,200805,2,3.5,0.892098555649958,0.847011596788582,2e+05
